scientific_name,latitude,longitude,locality_name,locality_type,presence_status,water_body,water_body_type,coordinate_precision,year_collected,collector,source_citation,is_sensitive,notes
Sauvagella,-15.593056,49.977778,Ambanizana River (tavy camp),collection_record,present,,river,exact,1994,"P Reinthal, JS Sparks",GBIF: UMMZ 249178,false,[Genus-level ID only; species unresolved]
Sauvagella,-15.301111,50.278333,"Varzeal pools (small), cut off from Ankavanana River, (approx. 1 hr E of 94-43 camp), Masoala Peninsula",collection_record,present,,river,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 235208,false,[Genus-level ID only; species unresolved]
Sauvagella madagascariensis,-23.350000,47.466667,SAHAMBAVY RIVER AT AMPATAKA VILLAGE,collection_record,present,,river,exact,1999,"A.R. SAUNDERS, P.V. LOISELLE",GBIF: FishBase AMNH 231409,false,
Sauvagella madagascariensis,-19.991610,48.767850,"Estuary of River Mangoro, Near mouth.",collection_record,present,,river,exact,1990,"Melanie L. J. Stiassny, Peter Reinthal, Gavin J. P. Naylor",GBIF: MCZ 151381,false,
Sauvagella madagascariensis,-19.947778,48.694444,Mangoro River at Pontoon crossing near coast,collection_record,present,,river,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82791,false,
Sauvagella madagascariensis,-19.934720,48.513140,"Small affluent tributary river Mangoro, at bridge ca. 5 km north on way to ferry.",collection_record,present,,river,exact,1988,"Melanie L. J. Stiassny, Peter Reinthal",GBIF: MCZ 151380,false,
Sauvagella madagascariensis,-19.920000,48.830000,"Large bay lake behind dunes, about 100 meters from sea, 1 kilometer south of turnoff from Maralambo-Mananjary Road, east of road",collection_record,present,,lake,exact,1988,M. Stiassny & P. Reinthal,GBIF: USNM USNM 301518,false,
Sauvagella madagascariensis,-19.916667,48.833333,"TAMATAVE PROVINCE, MOUTH OF RIVER MANGORO NEAR SALEHY VILLAGE",collection_record,present,,river,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 96993,false,
Sauvagella madagascariensis,-19.916667,48.750000,"SMALL AFFLUENT TRIBUTARY RIVER MANGORO, AT BRIDGE ca. 5 KILOMETERS NORTH ON WAY TO FERRY",collection_record,present,,river,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88095,false,
Sauvagella madagascariensis,-19.295453,44.404386,"Manambolo River, 3-5 km from mouth of river",collection_record,present,,river,exact,1993,PN Reinthal,GBIF: UMMZ 238413,false,
Sauvagella madagascariensis,-18.000000,49.416667,BRIDGE OVER CANAL DE PANGALANE ON TOAMASINA (TAMATAVE) TO FENOARIVO (FENERIVE) ROAD ca. 25 KILO- METERS NORTH OF TOAMASINA,collection_record,present,,,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88142,false,
Sauvagella madagascariensis,-17.216667,49.400000,"MANINGORY RIVER JUST UPSTREAM OF FENOARIVO, IVONGO ROAD",collection_record,present,,stream,exact,1996,"P.V. LOISELLE, LOCAL FISHERMEN",GBIF: FishBase AMNH 231425,false,
Sauvagella madagascariensis,-16.308611,46.816389,"Lac Ravelobe, near Ampijoroa forestry station",collection_record,present,,lake,exact,1996,"JS Sparks, K Riseng",GBIF: UMMZ 249179,false,
Sauvagella madagascariensis,-15.295000,50.354167,"Onive River, camping on sandy island ca. 2 hour walk from Antanandavahely",collection_record,present,,river,exact,1994,"P Reinthal, JS Sparks",GBIF: UMMZ 234852,false,
Sauvagella madagascariensis,-14.500000,49.816667,"SAMBAVA-ANDAPA REGION, MANANTENINA RIVER, ca. 28 KILOMETERS NORTHEAST OF ANDAPA ON RN-3B",collection_record,present,,river,exact,1999,P.V. LOISELLE,GBIF: FishBase AMNH 231276,false,
Sauvagella robusta,-15.851667,48.708500,Ambomboa river,collection_record,present,,river,exact,,Sparks & Riseng,GBIF: FishBase P A1066.0001A1066.0002,false,
Sauvagella robusta,-15.833610,48.714170,Ambomboa River,collection_record,present,,river,exact,1966,"John S. Sparks, K. Rising",GBIF: MCZ 159273,false,
Stenogobius polyzona,-15.566667,49.616665,Ivolina,collection_record,present,,,exact,1960,K. Clernault,GBIF: SAIAB 57292,false,
Teramulus kieneri,-24.658333,46.870000,"Rivière Mahampanihm, près du village Enaniliha",collection_record,present,,river,exact,,J.G. Andriamionahaga;Patrick De Rham,GBIF: MHNG MHNG-ICHT-2702.013,false,
Teramulus kieneri,-22.363056,47.368056,"Andriambondro Riviere (6 km N of Karianga at town of Mahavelo, off of Rienan River)",collection_record,present,,river,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 236639,false,
Teramulus kieneri,-21.066667,48.450000,"Madagascar Republic, 7 km north of Mananjary in the Pangalanes, 100m upstream from 88-25 freshwater channel",collection_record,present,,stream,exact,1988,Dr Melanie L. Stiassny;P Reinthal,GBIF: NHMUK 1989.11.16.1-4,false,
Teramulus kieneri,-19.916667,48.833333,"TAMATAVE PROVINCE, ESTUARY OF RIVER MANGORO, NEAR MOUTH",collection_record,present,,river,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 97001,false,
Teramulus kieneri,-18.166667,49.416667,"TOAMASINA (TAMATAVE) MAIN MARKETPLACE IN TOWN CENTER, CAUGHT NEARBY",collection_record,present,,,exact,1988,"LOCAL FISHERMEN/M. STIASSNY, P. REINTHAL",GBIF: FishBase AMNH 88118,false,
Teramulus kieneri,-18.166666,49.383335,Tamatave (coastal swamps),collection_record,present,,wetland,exact,,,GBIF: SAIAB 631,false,
Teramulus kieneri,-18.000000,49.416667,"CANAL DE PANGALANE ON TOAMASINA (TAMATAVE) TO FENOARIVO (FENERIVE) ROAD, ca. 100 METERS FROM OUTFLOW TO SEA",collection_record,present,,,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88154,false,
Teramulus kieneri,-15.295000,50.354167,"Onive River, camping on sandy island ca. 2 hour walk from Antanandavahely",collection_record,present,,river,exact,1994,"P Reinthal, JS Sparks",GBIF: UMMZ 236638,false,
Teramulus waterloti,-14.872222,48.247778,"Bora Reserve, Bemahavony River/Stream (runs into Anjingo River)",collection_record,present,,stream,exact,1994,JS Sparks and K Riseng,GBIF: UMMZ 236640,false,
Teramulus waterloti,-14.844722,48.243889,"Anjingo River, sampled upstream and downstream of bridge",collection_record,present,,stream,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 238267,false,
Typhleotris,-19.041636,46.684937,"GBIF record at -19.042, 46.685",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI AMNH:Fish:245601",false,[Genus-level ID only; species unresolved]
Typhleotris madagascariensis,-24.701800,43.964066,"GBIF record at -24.702, 43.964",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1168",false,
Typhleotris madagascariensis,-24.700000,43.960000,Vintane Nord,collection_record,present,,,exact,,,GBIF:  RDR1167,false,
Typhleotris madagascariensis,-24.638433,43.949083,Nikotse,collection_record,present,,,exact,,,GBIF: SuLaMa JRR07,false,
Typhleotris madagascariensis,-24.595267,43.965617,Ranofotsy,collection_record,present,,,exact,,,GBIF: SuLaMa JRR08,false,
Typhleotris madagascariensis,-24.590000,43.960000,Tehafe,collection_record,present,,,exact,,,GBIF:  RDR1155,false,
Typhleotris madagascariensis,-24.587868,43.964584,"GBIF record at -24.588, 43.965",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1156",false,
Typhleotris madagascariensis,-24.581900,43.966067,Anjamanohatse Masay,collection_record,present,,,exact,,,GBIF: SuLaMa JRR04,false,
Typhleotris madagascariensis,-24.580833,43.996870,"GBIF record at -24.581, 43.997",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1130",false,
Typhleotris madagascariensis,-24.580000,44.000000,Lalia,collection_record,present,,,exact,,,GBIF:  RDR1130,false,
Typhleotris madagascariensis,-24.575883,43.966600,Anjamanohatse,collection_record,present,,,exact,,,GBIF: SuLaMa JRR03,false,
Typhleotris madagascariensis,-24.447150,43.934330,Nikotsky Sinkhole MNHN 1963-0174,collection_record,present,,cave_system,exact,,,GBIF: MMUM,false,
Typhleotris madagascariensis,-24.199716,43.686147,"GBIF record at -24.200, 43.686",collection_record,present,,,exact,2024,Rob Foster,GBIF: iNaturalist 254431126,false,
Typhleotris madagascariensis,-24.161548,43.762295,"GBIF record at -24.162, 43.762",collection_record,present,,,exact,2010,CORDENOS Thierry,GBIF: iNaturalist 23070503,false,
Typhleotris madagascariensis,-24.150245,43.657673,"GBIF record at -24.150, 43.658",collection_record,present,,,exact,2018,lallen,GBIF: iNaturalist 20268658,false,
Typhleotris madagascariensis,-24.140440,43.781693,"GBIF record at -24.140, 43.782",collection_record,present,,,exact,2013,Martin Mandák,GBIF: iNaturalist 5050961,false,
Typhleotris madagascariensis,-24.136971,43.617849,"GBIF record at -24.137, 43.618",collection_record,present,,,exact,2016,昆虫学liuye,GBIF: iNaturalist 320077630,false,
Typhleotris madagascariensis,-24.135662,43.796013,"GBIF record at -24.136, 43.796",collection_record,present,,,exact,2008,Ronan A.,GBIF: iNaturalist 65211344,false,
Typhleotris madagascariensis,-24.133330,43.800000,"Mitoho caves, underground waters in Mahafaly, Onilahy R., ca. 1 km north of the natural reserve of Lake Manampetsa [Tsimanampetsotsa], ca. 24°08'S, 43°48'E, Toliara prov., sw. Madagascar.",collection_record,present,,lake,exact,,,GBIF: FishBase FB 2740155,false,
Typhleotris madagascariensis,-24.129275,43.697727,"GBIF record at -24.129, 43.698",collection_record,present,,,exact,2016,昆虫学liuye,GBIF: iNaturalist 320077629,false,
Typhleotris madagascariensis,-24.120908,43.615713,"GBIF record at -24.121, 43.616",collection_record,present,,,exact,2011,CORDENOS Thierry,GBIF: iNaturalist 64105290,false,
Typhleotris madagascariensis,-24.116667,43.783333,Mitomo caves,collection_record,present,,cave_system,exact,,R. Paulian,GBIF: SAIAB 45782,false,
Typhleotris madagascariensis,-24.105530,43.728891,"GBIF record at -24.106, 43.729",collection_record,present,,,exact,2016,昆虫学liuye,GBIF: iNaturalist 320077625,false,
Typhleotris madagascariensis,-24.103313,43.756105,"limestone caves, E side of Lake Tsimanampetsotsa.",collection_record,present,,lake,exact,1995,"R Nussbaum, C Raxworthy",GBIF: UMMZ 231243,false,
Typhleotris madagascariensis,-24.098703,43.682848,"GBIF record at -24.099, 43.683",collection_record,present,,,exact,2023,Andy Tonge,GBIF: iNaturalist 193066432,false,
Typhleotris madagascariensis,-24.083848,43.738122,"GBIF record at -24.084, 43.738",collection_record,present,,,exact,2011,Thomas Brooks,GBIF: iNaturalist 46512,false,
Typhleotris madagascariensis,-24.072888,43.758553,"GBIF record at -24.073, 43.759",collection_record,present,,,exact,2024,chrisdt,GBIF: iNaturalist 248979272,false,
Typhleotris madagascariensis,-24.063722,43.695456,"GBIF record at -24.064, 43.695",collection_record,present,,,exact,2022,Justin Philbois,GBIF: iNaturalist 161636051,false,
Typhleotris madagascariensis,-24.056913,43.638114,"GBIF record at -24.057, 43.638",collection_record,present,,,exact,2016,昆虫学liuye,GBIF: iNaturalist 248400547,false,
Typhleotris madagascariensis,-24.054400,43.761850,"GBIF record at -24.054, 43.762",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1094",false,
Typhleotris madagascariensis,-24.050000,43.750000,"P.N. de Tsimunampetsotsa, 6.5 km NE Efoetse, in forest around Mitoho Cave, 50 m;",collection_record,present,,cave_system,exact,2002,S. M. Goodman,GBIF: FMNH 116496,false,
Typhleotris madagascariensis,-24.050000,43.760000,Andriamaniloke,collection_record,present,,,exact,,,GBIF:  RDR1094,false,
Typhleotris madagascariensis,-24.048330,43.752110,Well at Mitoho cave,collection_record,present,,cave_system,exact,,,GBIF: MMUM,false,
Typhleotris madagascariensis,-24.047946,43.762553,"GBIF record at -24.048, 43.763",collection_record,present,,,exact,2007,Julien Renoult,GBIF: iNaturalist 335117082,false,
Typhleotris madagascariensis,-24.047684,43.753250,"GBIF record at -24.048, 43.753",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1143",false,
Typhleotris madagascariensis,-24.045850,43.753950,"GBIF record at -24.046, 43.754",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1097",false,
Typhleotris madagascariensis,-24.045840,43.844580,"GBIF record at -24.046, 43.845",collection_record,present,,,exact,2010,CORDENOS Thierry,GBIF: iNaturalist 48655487,false,
Typhleotris madagascariensis,-24.043780,43.755440,Andranomalaza Cave,collection_record,present,,cave_system,exact,,,GBIF: MMUM,false,
Typhleotris madagascariensis,-23.315770,43.666530,Toliara MNHN 1968-0167,collection_record,present,,,exact,,,GBIF: MMUM,false,
Typhleotris madagascariensis,-19.041636,46.684937,"GBIF record at -19.042, 46.685",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI AMNH:Fish:245609",false,
Typhleotris mararybe,-24.701973,43.964252,Grotte de Vitane,collection_record,present,,cave_system,exact,2008,J. S. Sparks & P. W & Willink & P. Chakrabarty & S. B. Holtz,GBIF: AMNH AMNH 245602,true,
Typhleotris mararybe,-24.700000,43.960000,Grotte de Vitane,collection_record,present,,cave_system,exact,2012,,GBIF: MMUM,true,
Typhleotris mararybe,-24.587867,43.964583,Tehafe,collection_record,present,,,exact,,,GBIF: SuLaMa JRR15,true,
Typhleotris mararybe,-24.581900,43.966067,Anjamanohatse Masay,collection_record,present,,,exact,,,GBIF: SuLaMa JRR13,true,
Typhleotris mararybe,-24.580833,43.996867,Lalia,collection_record,present,,,exact,,,GBIF: SuLaMa JRR14,true,
Typhleotris mararybe,-24.575883,43.966600,Anjamanohatse,collection_record,present,,,exact,,,GBIF: SuLaMa JRR12,true,
Typhleotris pauliani,-24.701800,43.964066,"GBIF record at -24.702, 43.964",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1172",true,
Typhleotris pauliani,-24.700000,43.960000,Vintane Nord,collection_record,present,,,exact,,,GBIF:  RDR1172,true,
Typhleotris pauliani,-24.690586,43.942447,SW part at Itampolo,collection_record,present,,,exact,1967,,GBIF: LSUMZ 8622,true,
Typhleotris pauliani,-24.640000,43.950000,Nikotso,collection_record,present,,,exact,,,GBIF:  RDR1144,true,
Typhleotris pauliani,-24.638433,43.949080,"GBIF record at -24.638, 43.949",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1144",true,
Typhleotris pauliani,-23.120150,43.714600,Tulear or Toliara Cave,collection_record,present,,cave_system,exact,,,GBIF: MMUM,true,
Typhleotris pauliani,-23.000000,44.500000,"Andalambezo region near Morombe, north of Onilahy R., ca. 23°00'S, 44°30'E, sw. Madagascar.",collection_record,present,,,exact,,,GBIF: FishBase FB 2740610,true,
Typhleotris pauliani,-22.321700,43.323100,"GBIF record at -22.322, 43.323",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1150",true,
Typhleotris pauliani,-22.320000,43.320000,Safora,collection_record,present,,,exact,,,GBIF:  RDR1150,true,
Typhleotris pauliani,-22.319418,43.322610,Madagascar,collection_record,present,,,exact,2008,P. Chakrabarty & P. W. Willink,GBIF: AMNH AMNH 245669,true,
Typhleotris pauliani,-22.289888,43.322693,Andranomahiha Cave,collection_record,present,,cave_system,exact,,,GBIF: AMNH AMNH 245646,true,
Typhleotris pauliani,-22.277945,43.317223,"GBIF record at -22.278, 43.317",collection_record,present,,,exact,2008,P. Chakrabarty & P. W. Willink,GBIF: AMNH AMNH 245657,true,
Typhleotris pauliani,-22.266670,43.283330,Grotte d'Andranomaly,collection_record,present,,cave_system,exact,,,GBIF: MMUM,true,
Typhleotris pauliani,-19.041636,46.684937,"GBIF record at -19.042, 46.685",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI AMNH:Fish:245649",true,
