scientific_name,latitude,longitude,locality_name,locality_type,presence_status,water_body,water_body_type,coordinate_precision,year_collected,collector,source_citation,is_sensitive,notes,data_source
Hypseleotris cf. tohizonae,-14.28783,50.0437,Barcode sample site (RDR1023),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR1023,false,Habitat: River 1846-1849,barcode_library
Bedotia sp. 'namorona',-21.35358,47.60778,Barcode sample site (ZCMV395),collection_record,present,,,exact,2004,"M. Vences, E. Edwards",Vences et al. 2022 DNA barcode library: ZCMV395,false,,barcode_library
Bedotia sp. 'manombo',-23.02832,47.73153,Barcode sample site (ZCMV401),collection_record,present,,,exact,2004,"D. R. Vieites, C. Woodhead",Vences et al. 2022 DNA barcode library: ZCMV401,false,,barcode_library
Glossogobius sp. 2,-23.02832,47.73153,Barcode sample site (ZCMV407),collection_record,present,,,exact,2004,"D. R. Vieites, C. Woodhead",Vences et al. 2022 DNA barcode library: ZCMV407,false,,barcode_library
Hypseleotris cf. tohizonae,-23.02832,47.73153,Barcode sample site (ZCMV443),collection_record,present,,,exact,2004,"D. R. Vieites, C. Woodhead",Vences et al. 2022 DNA barcode library: ZCMV443,false,,barcode_library
Rheocles cf. derhami,-15.42286,49.12083,Barcode sample site (ZCMV11575),collection_record,present,,,exact,,"RD Randrianiaina, M Vences, DR Vieites, FM Ratsoavina",Vences et al. 2022 DNA barcode library: ZCMV11575,false,"Habitat: Swamp, mud and leaf litter, max depht 5 cm, pict 0147-0149",barcode_library
Pachypanchax sp.,-15.8336,48.7142,Ambomboa Riveire,collection_record,present,,,exact,1996,"JS Sparks, KJ Riseng",SpeciesAnalyst/FishNet: UMMZ 238349,false,,museum_fishnet
Pachypanchax sp.,-13.2128,49.1761,"Andranomaloto Riviere, trib. of Mananjeba Riviere",collection_record,present,,,exact,1996,"JS Sparks, K Riseng",SpeciesAnalyst/FishNet: UMMZ 238350,false,,museum_fishnet
Bedotia sp.,-21.25,47.45,"Town of Ranomafana, Namorona River (mainstream behind Hotel  Ravenal; fast flow over large rocks beside waterfall)",collection_record,present,,,exact,1988,MLJ Stiassny,SpeciesAnalyst/FishNet: UMMZ 217680,false,,museum_fishnet
Bedotia sp.,-21.3333,47.7167,"Sakafiana River, trib. of Faravory River, 7 km from Antanambao (east) at bridge corssing road **",collection_record,present,,,exact,1988,MLJ Stiassny,SpeciesAnalyst/FishNet: UMMZ 217681,false,,museum_fishnet
Bedotia sp.,-22.4075,47.3711,Karianga Camp Stream (small stream near camp),collection_record,present,,,exact,1996,"JS Sparks, KJ Riseng",SpeciesAnalyst/FishNet: UMMZ 236576,false,,museum_fishnet
Bedotia sp.,-21.1847,48.3658,"Lake Andrasondrano, by Pangalanes Canal",collection_record,present,,,exact,1994,"JS Sparks, K Riseng",SpeciesAnalyst/FishNet: UMMZ 236577,false,,museum_fishnet
Bedotia sp.,-15.3097,50.2356,Ankavanana River (near Project Masoala site 1005),collection_record,present,,,exact,1994,"P Reinthal, JS Sparks",SpeciesAnalyst/FishNet: UMMZ 236578,false,,museum_fishnet
Bedotia sp.,-15.3039,50.2225,small stream near Ankavanana River (near sta. 42),collection_record,present,,,exact,1994,"JS Sparks, K Riseng",SpeciesAnalyst/FishNet: UMMZ 236579,false,,museum_fishnet
Bedotia sp.,-15.3039,50.2222,Ankavanana River,collection_record,present,,,exact,1994,"P Reinthal, JS Sparks",SpeciesAnalyst/FishNet: UMMZ 236580,false,,museum_fishnet
Bedotia sp.,-15.3039,50.2631,Ankavanana River,collection_record,present,,,exact,1994,"P Reinthal, JS Sparks",SpeciesAnalyst/FishNet: UMMZ 236582,false,,museum_fishnet
Bedotia sp.,-15.3031,50.2769,"small stream near Ankavanana River (near sta. 42), varaeal pools cut off from main river",collection_record,present,,,exact,1994,"JS Sparks, K Riseng",SpeciesAnalyst/FishNet: UMMZ 236583,false,,museum_fishnet
Bedotia sp.,-15.3011,50.2783,"Varzeal pools (small), cut off from Ankavanana River, (approx. 1 hr E of 94-43 camp)",collection_record,present,,,exact,1994,"P Reinthal, JS Sparks",SpeciesAnalyst/FishNet: UMMZ 236585,false,,museum_fishnet
Bedotia sp.,-22.797222,47.250833,"Namoly River at Madiorano, RN-27",collection_record,present,Namoly River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,Observed but not collected,ars_field_notes
Bedotia sp.,-22.808611,47.165833,"Marosivy River near Vevembe field camp, Sarhapindra drainage",collection_record,present,Marosivy River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,,ars_field_notes
Bedotia sp.,-22.793889,47.058611,"Sambalahy River near Amparafatra, headwater of Rangohatra River",collection_record,present,Sambalahy River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,,ars_field_notes
Bedotia sp.,-22.779444,47.033333,"Ampisika River at Amparafatra, Sarhapindra drainage",collection_record,present,Ampisika River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,,ars_field_notes
Ancharius sp.,-22.779444,47.033333,"Ampisika River at Amparafatra, Sarhapindra drainage",collection_record,present,Ampisika River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,,ars_field_notes
Ptychochromis sp.,-22.779167,47.033333,Sahambavy River at Ampataka,collection_record,present,Sahambavy River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,A. fuscus + Paratilapia + S. madagascariensis also present in 1998,ars_field_notes
Bedotia sp.,-23.0275,47.729444,"Stream near campsite, Manombo Special Reserve",collection_record,present,,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,,ars_field_notes
Bedotia sp.,-23.025,47.721667,"Takoandra River, Manombo Special Reserve",collection_record,present,Takoandra River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,,ars_field_notes
Bedotia sp.,-21.186389,48.174722,Sakajara River at Tanandara,collection_record,present,Sakajara River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,,ars_field_notes
